MSN,YYYYMM,Year,Month,Value,Column_Order,Description,Unit
NUETBUS,198012,1980,12,0.241396,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198013,1980,13,2.739169,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198101,1981,01,0.26228,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198102,1981,02,0.238196,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198103,1981,03,0.242709,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198104,1981,04,0.227726,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198105,1981,05,0.217546,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198106,1981,06,0.233457,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198107,1981,07,0.254569,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198108,1981,08,0.297219,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198109,1981,09,0.269115,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198110,1981,10,0.226731,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198111,1981,11,0.251301,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198112,1981,12,0.286743,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198113,1981,13,3.007589,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198201,1982,01,0.284331,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198202,1982,02,0.223538,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198203,1982,03,0.251971,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198204,1982,04,0.241222,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198205,1982,05,0.239606,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198206,1982,06,0.26604,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198207,1982,07,0.281997,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198208,1982,08,0.276671,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198209,1982,09,0.281149,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198210,1982,10,0.257422,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198211,1982,11,0.257281,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198212,1982,12,0.269921,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198213,1982,13,3.131148,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198301,1983,01,0.273422,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198302,1983,02,0.242067,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198303,1983,03,0.260523,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198304,1983,04,0.243561,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198305,1983,05,0.240465,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198306,1983,06,0.263376,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198307,1983,07,0.279191,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198308,1983,08,0.285725,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198309,1983,09,0.272705,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198310,1983,10,0.281314,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198311,1983,11,0.272735,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198312,1983,12,0.287465,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198313,1983,13,3.202549,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198401,1984,01,0.317844,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198402,1984,02,0.308326,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198403,1984,03,0.296499,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198404,1984,04,0.262738,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198405,1984,05,0.280471,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198406,1984,06,0.274321,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198407,1984,07,0.306687,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198408,1984,08,0.319793,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198409,1984,09,0.316027,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198410,1984,10,0.268621,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198411,1984,11,0.266462,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198412,1984,12,0.334742,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198413,1984,13,3.552531,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198501,1985,01,0.384371,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198502,1985,02,0.32729,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198503,1985,03,0.32972,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198504,1985,04,0.28104,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198505,1985,05,0.304823,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198506,1985,06,0.32755,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198507,1985,07,0.373727,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198508,1985,08,0.369775,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198509,1985,09,0.366541,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198510,1985,10,0.331461,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198511,1985,11,0.320428,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198512,1985,12,0.358837,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198513,1985,13,4.075563,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198601,1986,01,0.383159,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198602,1986,02,0.346156,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198603,1986,03,0.325549,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198604,1986,04,0.322413,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198605,1986,05,0.337725,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198606,1986,06,0.331481,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198607,1986,07,0.379718,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198608,1986,08,0.396534,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198609,1986,09,0.387113,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198610,1986,10,0.383103,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198611,1986,11,0.369674,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198612,1986,12,0.417484,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198613,1986,13,4.380109,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198701,1987,01,0.417417,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198702,1987,02,0.382159,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198703,1987,03,0.389382,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198704,1987,04,0.349992,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198705,1987,05,0.358374,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198706,1987,06,0.38176,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198707,1987,07,0.41826,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198708,1987,08,0.431801,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198709,1987,09,0.414191,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198710,1987,10,0.381045,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198711,1987,11,0.390924,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198712,1987,12,0.438627,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198713,1987,13,4.753933,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198801,1988,01,0.473469,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198802,1988,02,0.447892,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198803,1988,03,0.465555,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198804,1988,04,0.424786,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198805,1988,05,0.430975,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198806,1988,06,0.467326,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198807,1988,07,0.528281,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198808,1988,08,0.519872,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198809,1988,09,0.49056,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198810,1988,10,0.451551,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198811,1988,11,0.419662,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198812,1988,12,0.467038,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198813,1988,13,5.586968,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198901,1989,01,0.490288,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198902,1989,02,0.409824,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198903,1989,03,0.419471,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198904,1989,04,0.354476,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198905,1989,05,0.405739,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198906,1989,06,0.454815,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198907,1989,07,0.553819,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198908,1989,08,0.581511,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198909,1989,09,0.474507,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198910,1989,10,0.460972,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198911,1989,11,0.459296,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198912,1989,12,0.537442,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,198913,1989,13,5.602161,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199001,1990,01,0.583273,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199002,1990,02,0.528705,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199003,1990,03,0.487694,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199004,1990,04,0.407576,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199005,1990,05,0.454445,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199006,1990,06,0.490288,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199007,1990,07,0.567668,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199008,1990,08,0.590033,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199009,1990,09,0.513067,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199010,1990,10,0.459207,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199011,1990,11,0.476554,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199012,1990,12,0.545839,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199013,1990,13,6.10435,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199101,1991,01,0.570005,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199102,1991,02,0.501792,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199103,1991,03,0.514987,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199104,1991,04,0.43646,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199105,1991,05,0.490175,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199106,1991,06,0.568322,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199107,1991,07,0.636742,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199108,1991,08,0.613027,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199109,1991,09,0.543843,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199110,1991,10,0.49959,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199111,1991,11,0.485359,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199112,1991,12,0.561832,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199113,1991,13,6.422132,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199201,1992,01,0.605734,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199202,1992,02,0.552907,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199203,1992,03,0.479942,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199204,1992,04,0.442584,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199205,1992,05,0.477764,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199206,1992,06,0.535959,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199207,1992,07,0.586886,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199208,1992,08,0.614183,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199209,1992,09,0.533178,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199210,1992,10,0.510817,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199211,1992,11,0.531147,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199212,1992,12,0.608106,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199213,1992,13,6.479206,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199301,1993,01,0.620536,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199302,1993,02,0.539056,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199303,1993,03,0.489546,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199304,1993,04,0.453758,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199305,1993,05,0.529053,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199306,1993,06,0.552722,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199307,1993,07,0.593499,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199308,1993,08,0.590418,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199309,1993,09,0.525081,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199310,1993,10,0.466738,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199311,1993,11,0.492243,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199312,1993,12,0.557848,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199313,1993,13,6.410499,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199401,1994,01,0.594162,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199402,1994,02,0.520733,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199403,1994,03,0.511829,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199404,1994,04,0.451444,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199405,1994,05,0.507184,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199406,1994,06,0.540902,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199407,1994,07,0.61795,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199408,1994,08,0.628207,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199409,1994,09,0.581426,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199410,1994,10,0.529943,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199411,1994,11,0.577783,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199412,1994,12,0.632314,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199413,1994,13,6.693877,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199501,1995,01,0.665531,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199502,1995,02,0.544873,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199503,1995,03,0.545102,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199504,1995,04,0.518215,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199505,1995,05,0.571444,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199506,1995,06,0.592394,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199507,1995,07,0.651824,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199508,1995,08,0.64787,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199509,1995,09,0.585133,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199510,1995,10,0.570461,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199511,1995,11,0.553807,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199512,1995,12,0.628781,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199513,1995,13,7.075436,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199601,1996,01,0.661075,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199602,1996,02,0.587409,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199603,1996,03,0.582642,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199604,1996,04,0.528566,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199605,1996,05,0.584355,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199606,1996,06,0.603899,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199607,1996,07,0.640194,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199608,1996,08,0.645688,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199609,1996,09,0.573389,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199610,1996,10,0.531582,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199611,1996,11,0.54754,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199612,1996,12,0.600336,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199613,1996,13,7.086674,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199701,1997,01,0.618248,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199702,1997,02,0.531601,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199703,1997,03,0.529045,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199704,1997,04,0.471001,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199705,1997,05,0.493552,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199706,1997,06,0.546683,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199707,1997,07,0.601853,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199708,1997,08,0.641012,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199709,1997,09,0.551839,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199710,1997,10,0.493021,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199711,1997,11,0.537176,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199712,1997,12,0.581961,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199713,1997,13,6.596992,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199801,1998,01,0.607312,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199802,1998,02,0.535028,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199803,1998,03,0.563483,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199804,1998,04,0.498354,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199805,1998,05,0.540248,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199806,1998,06,0.584683,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199807,1998,07,0.645187,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199808,1998,08,0.633331,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199809,1998,09,0.600147,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199810,1998,10,0.602492,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199811,1998,11,0.601894,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199812,1998,12,0.655652,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199813,1998,13,7.067809,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199901,1999,01,0.686455,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199902,1999,02,0.600763,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199903,1999,03,0.614858,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199904,1999,04,0.507129,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199905,1999,05,0.585793,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199906,1999,06,0.651038,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199907,1999,07,0.698212,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199908,1999,08,0.712091,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199909,1999,09,0.636771,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199910,1999,10,0.578335,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199911,1999,11,0.632772,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199912,1999,12,0.706037,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,199913,1999,13,7.610256,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200001,2000,01,0.737981,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200002,2000,02,0.669318,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200003,2000,03,0.654279,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200004,2000,04,0.607585,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200005,2000,05,0.667205,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200006,2000,06,0.701857,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200007,2000,07,0.719306,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200008,2000,08,0.701102,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200009,2000,09,0.607662,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200010,2000,10,0.547207,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200011,2000,11,0.58894,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200012,2000,12,0.65991,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200013,2000,13,7.862349,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200101,2001,01,0.717508,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200102,2001,02,0.639868,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200103,2001,03,0.648935,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200104,2001,04,0.58484,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200105,2001,05,0.642374,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200106,2001,06,0.710365,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200107,2001,07,0.722301,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200108,2001,08,0.714192,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200109,2001,09,0.661861,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200110,2001,10,0.631394,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200111,2001,11,0.651034,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200112,2001,12,0.704181,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200113,2001,13,8.028853,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200201,2002,01,0.740608,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200202,2002,02,0.643836,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200203,2002,03,0.65827,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200204,2002,04,0.6102,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200205,2002,05,0.658182,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200206,2002,06,0.693055,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200207,2002,07,0.735334,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200208,2002,08,0.739061,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200209,2002,09,0.673308,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200210,2002,10,0.631668,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200211,2002,11,0.642395,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200212,2002,12,0.719511,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200213,2002,13,8.145429,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200301,2003,01,0.721318,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200302,2003,02,0.635136,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200303,2003,03,0.624624,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200304,2003,04,0.591715,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200305,2003,05,0.648269,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200306,2003,06,0.668892,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200307,2003,07,0.725921,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200308,2003,08,0.719367,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200309,2003,09,0.662669,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200310,2003,10,0.625489,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200311,2003,11,0.621151,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200312,2003,12,0.715071,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200313,2003,13,7.959622,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200401,2004,01,0.738367,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200402,2004,02,0.668455,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200403,2004,03,0.659937,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200404,2004,04,0.611292,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200405,2004,05,0.676959,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200406,2004,06,0.706331,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200407,2004,07,0.750556,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200408,2004,08,0.741102,2,Nuclear Electric Power Production,Quadrillion Btu
NUETBUS,200409,2004,09,0.687539,2,Nuclear Electric Power Production,Quadrillion Btu
