MSN,YYYYMM,Year,Month,Value,Column_Order,Description,Unit
TEAJBUS,198203,1982,03,0.028089,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198204,1982,04,-0.001117,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198205,1982,05,-0.540771,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198206,1982,06,-0.548928,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198207,1982,07,-0.303789,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198208,1982,08,-0.430243,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198209,1982,09,-0.421788,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198210,1982,10,-0.340435,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198211,1982,11,-0.080492,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198212,1982,12,0.403772,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198213,1982,13,-0.722903,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198301,1983,01,0.748242,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198302,1983,02,0.563461,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198303,1983,03,0.488048,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198304,1983,04,0.031549,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198305,1983,05,-0.261654,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198306,1983,06,-0.190402,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198307,1983,07,-0.043001,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198308,1983,08,-0.223617,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198309,1983,09,-0.418721,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198310,1983,10,-0.454321,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198311,1983,11,-0.137288,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198312,1983,12,0.695276,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198313,1983,13,0.797572,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198401,1984,01,0.960344,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198402,1984,02,0.198123,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198403,1984,03,0.212021,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198404,1984,04,-0.058744,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198405,1984,05,-0.551461,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198406,1984,06,-0.293249,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198407,1984,07,-0.336354,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198408,1984,08,-0.376845,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198409,1984,09,-0.539762,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198410,1984,10,-0.406153,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198411,1984,11,-0.081,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198412,1984,12,0.380658,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198413,1984,13,-0.892428,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198501,1985,01,0.969107,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198502,1985,02,1.034293,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198503,1985,03,0.111944,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198504,1985,04,-0.173787,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198505,1985,05,-0.489464,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198506,1985,06,-0.21702,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198507,1985,07,0.031901,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198508,1985,08,0.048678,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198509,1985,09,-0.309075,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198510,1985,10,-0.349153,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198511,1985,11,-0.133491,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198512,1985,12,0.585747,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198513,1985,13,1.109684,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198601,1986,01,0.583052,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198602,1986,02,0.595334,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198603,1986,03,0.314046,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198604,1986,04,-0.046979,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198605,1986,05,-0.34548,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198606,1986,06,-0.321799,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198607,1986,07,-0.052047,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198608,1986,08,-0.310244,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198609,1986,09,-0.514508,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198610,1986,10,-0.487304,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198611,1986,11,-0.243881,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198612,1986,12,0.280419,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198613,1986,13,-0.549397,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198701,1987,01,0.61951,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198702,1987,02,0.578812,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198703,1987,03,0.165847,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198704,1987,04,0.068628,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198705,1987,05,-0.162932,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198706,1987,06,-0.145275,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198707,1987,07,0.047614,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198708,1987,08,-0.275861,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198709,1987,09,-0.472355,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198710,1987,10,-0.543815,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198711,1987,11,-0.350848,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198712,1987,12,0.396348,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198713,1987,13,-0.074302,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198801,1988,01,0.716842,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198802,1988,02,0.577904,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198803,1988,03,0.236352,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198804,1988,04,-0.143856,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198805,1988,05,-0.362851,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198806,1988,06,-0.066383,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198807,1988,07,0.160413,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198808,1988,08,-0.010234,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198809,1988,09,-0.322668,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198810,1988,10,-0.31263,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198811,1988,11,-0.172085,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198812,1988,12,0.560192,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198813,1988,13,0.860976,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198901,1989,01,0.32793,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198902,1989,02,0.715179,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198903,1989,03,0.450273,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198904,1989,04,-0.075611,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198905,1989,05,-0.35512,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198906,1989,06,-0.039728,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198907,1989,07,0.020322,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198908,1989,08,-0.31782,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198909,1989,09,-0.35313,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198910,1989,10,-0.33099,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198911,1989,11,-0.081906,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198912,1989,12,1.401133,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,198913,1989,13,1.360527,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199001,1990,01,0.065763,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199002,1990,02,0.119938,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199003,1990,03,-0.007364,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199004,1990,04,-0.076422,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199005,1990,05,-0.463663,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199006,1990,06,-0.22287,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199007,1990,07,-0.135321,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199008,1990,08,-0.075325,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199009,1990,09,-0.032226,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199010,1990,10,-0.229506,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199011,1990,11,-0.020101,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199012,1990,12,0.792816,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199013,1990,13,-0.284286,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199101,1991,01,0.783635,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199102,1991,02,0.388698,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199103,1991,03,0.13113,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199104,1991,04,-0.26389,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199105,1991,05,-0.365571,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199106,1991,06,-0.129652,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199107,1991,07,0.149769,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199108,1991,08,-0.185831,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199109,1991,09,-0.170946,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199110,1991,10,-0.27596,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199111,1991,11,0.159467,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199112,1991,12,0.660897,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199113,1991,13,0.881731,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199201,1992,01,0.636956,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199202,1992,02,0.595864,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199203,1992,03,0.407462,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199204,1992,04,-0.000358,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199205,1992,05,-0.186288,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199206,1992,06,-0.154035,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199207,1992,07,0.010687,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199208,1992,08,-0.182657,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199209,1992,09,-0.23631,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199210,1992,10,-0.394876,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199211,1992,11,0.124435,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199212,1992,12,0.771234,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199213,1992,13,1.392099,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199301,1993,01,0.628557,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199302,1993,02,0.824888,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199303,1993,03,0.489642,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199304,1993,04,-0.106136,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199305,1993,05,-0.368456,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199306,1993,06,-0.183409,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199307,1993,07,0.245728,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199308,1993,08,0.189982,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199309,1993,09,-0.155911,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199310,1993,10,-0.29208,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199311,1993,11,0.109421,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199312,1993,12,0.67706,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199313,1993,13,2.059292,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199401,1994,01,1.303633,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199402,1994,02,0.873419,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199403,1994,03,0.015102,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199404,1994,04,-0.318658,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199405,1994,05,-0.516161,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199406,1994,06,-0.143399,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199407,1994,07,-0.141998,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199408,1994,08,-0.300806,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199409,1994,09,-0.528934,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199410,1994,10,-0.28094,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199411,1994,11,-0.214516,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199412,1994,12,0.344559,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199413,1994,13,0.091314,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199501,1995,01,0.70303,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199502,1995,02,0.718824,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199503,1995,03,0.068028,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199504,1995,04,0.02442,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199505,1995,05,-0.224471,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199506,1995,06,-0.171373,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199507,1995,07,0.176226,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199508,1995,08,0.279474,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199509,1995,09,-0.335118,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199510,1995,10,-0.220106,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199511,1995,11,0.163955,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199512,1995,12,0.991123,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199513,1995,13,2.174029,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199601,1996,01,1.114254,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199602,1996,02,0.987208,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199603,1996,03,0.431526,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199604,1996,04,-0.103791,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199605,1996,05,-0.358105,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199606,1996,06,-0.122259,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199607,1996,07,-0.05388,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199608,1996,08,-0.111033,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199609,1996,09,-0.195005,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199610,1996,10,-0.162276,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199611,1996,11,0.379796,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199612,1996,12,0.708589,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199613,1996,13,2.515061,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199701,1997,01,0.893547,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199702,1997,02,0.549198,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199703,1997,03,0.093961,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199704,1997,04,-0.047872,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199705,1997,05,-0.586889,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199706,1997,06,-0.236796,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199707,1997,07,0.255412,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199708,1997,08,0.053027,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199709,1997,09,-0.314679,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199710,1997,10,-0.285635,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199711,1997,11,0.283611,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199712,1997,12,0.847153,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199713,1997,13,1.50403,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199801,1998,01,0.452668,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199802,1998,02,0.340877,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199803,1998,03,0.134216,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199804,1998,04,-0.362452,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199805,1998,05,-0.472897,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199806,1998,06,-0.149162,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199807,1998,07,0.091005,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199808,1998,08,0.10012,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199809,1998,09,-0.045469,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199810,1998,10,-0.435378,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199811,1998,11,-0.241877,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199812,1998,12,0.495693,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199813,1998,13,-0.092632,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199901,1999,01,0.826081,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199902,1999,02,0.25422,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199903,1999,03,0.180105,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199904,1999,04,-0.11464,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199905,1999,05,-0.370739,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199906,1999,06,-0.092761,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199907,1999,07,0.184414,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199908,1999,08,0.22128,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199909,1999,09,-0.178374,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199910,1999,10,-0.083802,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199911,1999,11,-0.103499,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199912,1999,12,0.703042,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,199913,1999,13,1.425307,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200001,2000,01,1.043027,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200002,2000,02,0.729186,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200003,2000,03,0.015784,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200004,2000,04,-0.116302,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200005,2000,05,-0.074996,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200006,2000,06,-0.093427,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200007,2000,07,0.109471,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200008,2000,08,0.146499,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200009,2000,09,-0.19606,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200010,2000,10,-0.239096,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200011,2000,11,0.134684,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200012,2000,12,1.124163,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200013,2000,13,2.582947,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200101,2001,01,0.781733,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200102,2001,02,0.550858,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200103,2001,03,-0.031487,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200104,2001,04,-0.434296,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200105,2001,05,-0.731823,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200106,2001,06,-0.453395,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200107,2001,07,-0.144417,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200108,2001,08,-0.094919,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200109,2001,09,-0.566411,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200110,2001,10,-0.559172,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200111,2001,11,-0.449885,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200112,2001,12,0.249895,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200113,2001,13,-1.883322,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200201,2002,01,0.418574,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200202,2002,02,0.421492,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200203,2002,03,0.282948,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200204,2002,04,-0.17191,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200205,2002,05,-0.442594,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200206,2002,06,-0.071925,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200207,2002,07,0.201047,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200208,2002,08,0.079496,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200209,2002,09,-0.108348,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200210,2002,10,-0.231755,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200211,2002,11,0.070568,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200212,2002,12,0.763637,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200213,2002,13,1.211228,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200301,2003,01,1.189816,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200302,2003,02,1.154562,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200303,2003,03,0.19905,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200304,2003,04,-0.37083,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200305,2003,05,-0.660732,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200306,2003,06,-0.482371,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200307,2003,07,-0.022967,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200308,2003,08,0.068821,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200309,2003,09,-0.480425,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200310,2003,10,-0.42552,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200311,2003,11,0.14614,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200312,2003,12,0.673339,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200313,2003,13,0.988879,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200401,2004,01,1.005769,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200402,2004,02,0.915649,8,Primary Energy Stock Change and Other,Quadrillion Btu
TEAJBUS,200403,2004,03,-0.009193,8,Primary Energy Stock Change and Other,Quadrillion Btu
